BUSINESSID,X_Coord,Y_Coord,PARENTNAME,NAME,TRAFFIC_ZONE,FULL_ADDRESS,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIR,UNIT_NUM,COMMUNITY,MUNICIPALITY,PROVINCE,COUNTRY,POST_CODE,MAIL_FULL_ADDRESS,MAIL_STREET_NUM,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_UNIT_NUM,MAIL_COMMUNITY,MAIL_MUNICIPALITY,MAIL_PROVINCE,MAIL_COUNTRY,MAIL_POST_CODE,MAIL_POBOX,PRIM_NAICS,PRIM_NAICS_DESC,SEC_NAICS,SEC_NAICS_DESC,PRIM_BUS_CLUSTER,SEC_BUS_CLUSTER,BUS_ACTIVITY_DESC,MANUFACTURER,CAN_HEADOFFICE,HEADOFFICEPROVSTATE,HEADOFFICECOUNTRY,EMPLOYEE_RANGE,YR_CURRENTLOC,WEBSITE,GEN_BUS_EMAIL,PHONE_NO,PHONE_EXT,FAX_NO,TOLLFREE_NO,TOLLFREE_EXT,UPDATEMETHOD,LAST_SURVEYED,LAST_UPDATED
63723,617532,4853554, ,PRO HOCKEY LIFE,1059,1 BASS PRO MILLS DRIVE,1,BASS PRO MILLS,Drive, ,C3,Concord,Vaughan,ONTARIO,CANADA,L4K5W4,1 BASS PRO MILLS DRIVE,1,BASS PRO MILLS,Drive, ,C3,Concord,Vaughan,ONTARIO,CANADA,L4K5W4, ,45111,SPORTING GOODS STORES, , , , ,"SPORT GOODS RETAIL, HOCKEY ACCESSORIES AND CLOTHING",0,0,AB,CANADA,50-99,2007,WWW.PROHOCKEYLIFE.COM,VAUGHANMILLS@PROHOCKEYLIFE.COM,905-669-9088,0,905-669-8147, , ,In Person,12/20/2019,8/2/2019
63740,615786,4854702,CITY OF VAUGHAN,CITY OF VAUGHAN VELLORE VILLAGE COMMUNITY CENTRE,1040,1 VILLA ROYALE AVENUE,1,VILLA ROYALE,Avenue, , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4H2Z7,1 VILLA ROYALE AVENUE,1,VILLA ROYALE,Avenue, , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4H2Z7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,91391,"OTHER LOCAL, MUNICIPAL AND REGIONAL PUBLIC ADMINISTRATION", , ,FITNESS FACILITY AND COMMUNITY CENTRE,0,0,ON,CANADA,100-499,2008,WWW.VAUGHAN.CA, ,905-832-8544,0,905-653-7166, , ,other,12/20/2019,10/11/2019
63907,639900,4870510, ,HAM'S MARTIAL ARTS,1301,12483 NINTH LINE,12483,NINTH,Line, , ,Stouffville,Whitchurch-Stouffville,ONTARIO,CANADA,L4A8A3,39 KENTLEY STREET,39,KENTLEY,Street, , ,Markham,Markham,ONTARIO,CANADA,L6C3G2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,KARATE FOR PEOPLE AGED 6 AND UP,0,0,NA,NOT APPLICABLE,4-Jan,2007,WWW.DYNAMICMARTIALARTS.COM,MICHAEL.HAM.ONTARIO@GMAIL.COM,416-509-0310,0, , , ,Phone,12/20/2019,6/26/2019
63960,610742,4848141, ,INTEGRITY FITNESS,1355,8000 HIGHWAY 27,8000,27, , ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4H0A8,8000 HIGHWAY 27,8000,27, , ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4H0A8, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS GYM INCLUDING TRAINING GROUP FITNESS CLASSES AND PERSONAL TRAINING.,0,0,NA,NOT APPLICABLE,19-Oct,2005,WWW.INTEGRITYFITNESS.CA,PAUL@INTEGRITYFITNESS.CA,905-851-7722,0, , , ,Phone,12/20/2019,5/11/2018
63970,623497,4873927, ,AURORA SKATING CLUB,1453,135 INDUSTRIAL PARKWAY NORTH,135,INDUSTRIAL,Parkway,N, ,Aurora,Aurora,ONTARIO,CANADA,L4G4C4,135 INDUSTRIAL PARKWAY NORTH,135,INDUSTRIAL,Parkway,N, ,Aurora,Aurora,ONTARIO,CANADA,L4G4C4,71606,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,61162,ATHLETIC INSTRUCTION, , ,"FULLY SANCTIONED SKATE CANADA CLUB. TEACH FUNDAMENTALS OF SKATING AND SKATE CANADA PROGRAMS FOR 'LEARN-TO-SKATE', 'CAN SKATE' 'POWER SKATE' AND 'STAR SKATE' FOR BOTH BOYS AND GIRLS AGED 3 YEARS OLD AND UP.",0,0,ON,NOT APPLICABLE,19-Oct,2000,WWW.AURORASKATINGCLUB.COM,INFO@AURORASKATINGCLUB.COM,905-713-1442,0, , , ,other,12/20/2019,7/15/2019
64069,628868,4855544, ,YOGA TREE,1418,360 HIGHWAY 7 EAST,360,7, ,E,1,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B3Y7,360 HIGHWAY 7 EAST,360,7, ,E,1,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B3Y7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"YOGA CENTRE AND FITNESS SPORT CENTRE, STUDIO.",0,0,NA,NOT APPLICABLE,20-49,2010,WWW.YOGATREE.CA,YOGA@YOGATREE.CA,905-882-9642,0, , , ,Phone,12/20/2019,6/4/2019
64113,619363,4885720, ,MARKHAM BUSINESS BASEBALL LEAGUE,1310,27 VALENTINI AVENUE,27,VALENTINI,Avenue, , ,Holland Landing,East Gwillimbury,ONTARIO,CANADA,L9N1H8,27 VALENTINI AVENUE,27,VALENTINI,Avenue, , ,Holland Landing,East Gwillimbury,ONTARIO,CANADA,L9N1H8, ,71121,SPECTATOR SPORTS, , ,TOURISM,UNDEFINED,BASEBALL LEAGUE COORDINATORS,0,0,ON,CANADA,NOT AVAILABLE,2007,WWW.MBBL.CA,MBBL@ROGERS.COM,905-252-6154,0, , , ,In Person,4/8/2020,5/15/2014
64389,628549,4861841, ,RICHMOND HILL SOCCER CLUB,1135,1370 ELGIN MILLS ROAD EAST,1370,ELGIN MILLS,Road,E, ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C9,1370 ELGIN MILLS ROAD EAST,1370,ELGIN MILLS,Road,E, ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C9, ,71121,SPECTATOR SPORTS,61162,ATHLETIC INSTRUCTION, , ,NON FOR PROFIT SOCCER CLUB.,0,0,NA,NOT APPLICABLE,100-499,1968,WWW.RICHMONDHILLSOCCER.COM,INFO@RICHMONDHILLSOCCER.COM,905-883-4990,0,905-883-4141, , ,In Person,12/20/2019,7/4/2019
64478,628420,4854176,CITY OF MARKHAM,THORNLEA POOL,1152,8075 BAYVIEW AVENUE,8075,BAYVIEW,Avenue, , ,Markham,Markham,ONTARIO,CANADA,L3T4N4,8075 BAYVIEW AVENUE,8075,BAYVIEW,Avenue, , ,Markham,Markham,ONTARIO,CANADA,L3T4N4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , ,TOURISM,UNDEFINED,POOL AND COMMUNITY CENTRE,0,0,NA,NOT APPLICABLE,20-49,0,WWW.MARKHAM.CA, ,905-944-3800,0, , , ,other,12/20/2019,9/18/2019
64482,639825,4860186,CITY OF MARKHAM,MORGAN OUTDOOR PUBLIC POOL,1448,11 PARKWAY AVENUE,11,PARKWAY,Avenue, , ,Markham,Markham,ONTARIO,CANADA,L3P2R8,11 PARKWAY AVENUE,11,PARKWAY,Avenue, , ,Markham,Markham,ONTARIO,CANADA,L3P2R8, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , ,UNDEFINED,UNDEFINED,POOL AND PUBLIC COMMUNITY SPACE,0,0,NA,NOT APPLICABLE,4-Jan,0,WWW.MARKHAM.CA,CUSTOMERSERVICE@MARKHAM.CA,905-294-6731,0, , , ,other,12/20/2019,9/17/2019
64496,641374,4857930,CITY OF MARKHAM,ROUGE RIVER COMMUNITY CENTRE,1450,120 ROUGE BANK DRIVE,120,ROUGE BANK,Drive, , ,Markham,Markham,ONTARIO,CANADA,L3S4B7,120 ROUGE BANK DRIVE,120,ROUGE BANK,Drive, , ,Markham,Markham,ONTARIO,CANADA,L3S4B7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , ,TOURISM,UNDEFINED,COMMUNITY CENTRE,0,0,NA,NOT APPLICABLE,9-May,0,WWW.MARKHAM.CA, ,905-474-1007,0, , , ,other,12/20/2019,9/17/2019
64709,617114,4849675, ,GOODLIFE FITNESS,1375,57 NORTHVIEW BOULEVARD,57,NORTHVIEW,Boulevard, ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4L8X9,57 NORTHVIEW BOULEVARD,57,NORTHVIEW,Boulevard, ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4L8X9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS CENTRE. GYM.,0,0,ON,NOT APPLICABLE,20-49,2008,WWW.GOODLIFEFITNESS.COM,VAUGHANWESTON@GOODLIFEFITNESS.COM,905-265-1188,0,905-265-1187,800-387-2524, ,In Person,12/20/2019,8/12/2019
64921,622801,4877186, ,THE SKATERS PERFORMANCE,1257,200 MULOCK DRIVE,200,MULOCK,Drive, ,19,Newmarket,Newmarket,ONTARIO,CANADA,L3Y9B6,200 MULOCK DRIVE,200,MULOCK,Drive, ,19,Newmarket,Newmarket,ONTARIO,CANADA,L3Y9B6, ,45111,SPORTING GOODS STORES, , , , ,"SERVICING OF SPORTING EQUIPMENT EX. SKATE MAINTENANCE, AND RETAIL OF SPORTS PRODUCTS",0,0,NA,NOT APPLICABLE,9-May,2007,WWW.THESKATERSPERFORMANCE.CA,INFO.TSB@BELLNET.CA,905-836-6445,0, , , ,In Person,12/20/2019,5/31/2019
64982,625948,4878875, ,GYMALAYA NEWMARKET,1265,16945 LESLIE STREET,16945,LESLIE,Street, ,32-36,Newmarket,Newmarket,ONTARIO,CANADA,L3Y9A2,16945 LESLIE STREET,16945,LESLIE,Street, ,32-36,Newmarket,Newmarket,ONTARIO,CANADA,L3Y9A2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,GYMNASTICS INSTRUCTION AND BIRTHDAY PARTIES.,0,0,NA,NOT APPLICABLE,9-May,2008,WWW.GYMALAYA.COM,NEWMARKET@GYMALAYA.COM,905-868-8200,0, , , ,Phone,12/20/2019,5/14/2018
65068,622338,4876896, ,FUNCTION STUDIOS INC.,1257,16655 YONGE STREET,16655,YONGE,Street, ,202,Newmarket,Newmarket,ONTARIO,CANADA,L3X1V6,16655 YONGE STREET,16655,YONGE,Street, ,202,Newmarket,Newmarket,ONTARIO,CANADA,L3X1V6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,WOMEN'S ONLY GYM,0,0,NA,NOT APPLICABLE,20-49,2005,WWW.FUNCTIONSTUDIOSINC.COM,INFO@FUNCTIONSTUDIOSINC.COM,905-953-9392,0, , , ,In Person,12/20/2019,5/30/2019
65415,623630,4878887, ,RUNNING FREE,1255,225 MAIN STREET SOUTH,225,MAIN,Street,S, ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3Y9,225 MAIN STREET SOUTH,225,MAIN,Street,S, ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3Y9, ,45111,SPORTING GOODS STORES, , , , ,"RUNNING, TRIATHLONS, ADVENTURE TRACK, SWIMMING, NUTRITION & SPORTING ATTIRE",0,0,ON,NOT APPLICABLE,4-Jan,2013,WWW.RUNNINGFREE.COM,NEWMARKET@RUNNINGFREE.COM,905-235-1438,0, , , ,In Person,12/20/2019,5/21/2019
65548,626810,4874472, ,GOLF TOWN,1245,52 FIRST COMMERCE DRIVE,52,FIRST COMMERCE,Drive, ,1,Aurora,Aurora,ONTARIO,CANADA,L4G0H5,52 FIRST COMMERCE DRIVE,52,FIRST COMMERCE,Drive, ,1,Aurora,Aurora,ONTARIO,CANADA,L4G0H5, ,45111,SPORTING GOODS STORES,44814,FAMILY CLOTHING STORES, , ,RETAIL OF GOLF CLOTHING AND ACCESSORIES STORE,0,0,ON,CANADA,20-49,2009,WWW.GOLFTOWN.COM,AURORA@GOLFTOWN.COM,905-841-0191,0,905-841-8205, , ,In Person,12/20/2019,6/25/2019
65629,621714,4857844, ,PURE MOTIVATION FITNESS STUDIOS,1391,1410 MAJOR MACKENZIE DRIVE WES,1410,MAJOR MACKENZIE,Drive,W,C1-C5,Maple,Vaughan,ONTARIO,CANADA,L6A4H6,1410 MAJOR MACKENZIE DRIVE WES,1410,MAJOR MACKENZIE,Drive,W,C1-C5,Maple,Vaughan,ONTARIO,CANADA,L6A4H6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS CENTRE OFFERING PERSONAL TRAINING (INCLUDING IN-HOME), GROUP TRAINING, AND NUTRITIONAL COUNSELLING",0,0,NA,NOT APPLICABLE,19-Oct,2009,WWW.PUREMOTIVATIONFITNESS.COM,RESULTS@PUREMOTIVATIONFITNESS.COM,905-832-3331,0,905-832-8881, , ,In Person,12/20/2019,5/13/2019
65669,616208,4857759, ,TRIO SPORTSPLEX CORP.,1052,601 CITYVIEW BOULEVARD,601,CITYVIEW,Boulevard, , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4H0T1,601 CITYVIEW BOULEVARD,601,CITYVIEW,Boulevard, , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4H0T1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,SPORT FACILITY FOR ORGANIZATIONS TO PLAY AND TRAIN. 6 INDOOR SOCCER FIELDS.,0,0,NA,NOT APPLICABLE,19-Oct,2010,WWW.TRIOSPORTSPLEX.COM,INFO@TRIOSPORTSPLEX.COM,905-417-3700,0,905-417-8854, , ,Phone,12/20/2019,5/27/2019
65720,635639,4857762, ,BASS CITY,1185,4361 HIGHWAY 7,4361,7, , ,4,Unionville,Markham,ONTARIO,CANADA,L3R1M1,4361 HIGHWAY 7,4361,7, , ,4,Unionville,Markham,ONTARIO,CANADA,L3R1M1, ,45111,SPORTING GOODS STORES, , , , ,"RETAIL FISHING GOODS STORE, REPAIRS OF FISHING RODS",0,0,NA,NOT APPLICABLE,4-Jan,2009,WWW.BASSCITY.CA,BASSCITY4361@GMAIL.COM,905-305-9388,0,905-305-9390, , ,Phone,12/20/2019,6/27/2019
65791,625163,4860397, ,CITY SOCCER PLUS,1402,10620 YONGE STREET,10620,YONGE,Street, ,12,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C8,10620 YONGE STREET,10620,YONGE,Street, ,12,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C8, ,45111,SPORTING GOODS STORES, , , , ,SPORTING GOODS STORE RETAIL,0,0,NA,NOT APPLICABLE,9-May,2008,WWW.CITYSOCCERP.COM,CITYSOCCER@LIVE.CA,905-237-4691,0, , , ,In Person,12/20/2019,6/21/2019
65967,624355,4874270, ,GOODLIFE FITNESS,1237,15484 BAYVIEW AVENUE,15484,BAYVIEW,Avenue, , ,Aurora,Aurora,ONTARIO,CANADA,L4G7J1,15484 BAYVIEW AVENUE,15484,BAYVIEW,Avenue, , ,Aurora,Aurora,ONTARIO,CANADA,L4G7J1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS CENTRE, GYM SERVICE, CLASSES AVAILABLE PERSONAL TRAINING",0,0,ON,CANADA,20-49,2009,WWW.GOODLIFEFITNESS.COM,AURORACENTRE@GOODLIFEFITNESS.COM,905-841-9894,0, , , ,Phone,12/20/2019,6/25/2018
66050,632108,4857226, ,BODYLINES DANCE & FITNESS,1172,60 SPY COURT,60,SPY,Court, ,1,Markham,Markham,ONTARIO,CANADA,L3R5H6,60 SPY COURT,60,SPY,Court, ,1,Markham,Markham,ONTARIO,CANADA,L3R5H6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"DANCE STUDIO (ACROSS, JAZZ, BALLET, HIP HOP, PILATES, PERSONAL TRAINING, STRETCH AND STRENGTHENING)",0,0,NA,NOT APPLICABLE,19-Oct,2014,WWW.BODYLINESDANCEANDFITNESS.COM,INFO@BODYLINESDANCEANDFITNESS.COM,905-415-2639,0, , , ,Phone,12/20/2019,5/28/2019
66051,632108,4857226, ,SURIA BADMINTON CENTRE,1172,60 SPY COURT,60,SPY,Court, ,2,Markham,Markham,ONTARIO,CANADA,L3R5H6,60 SPY COURT,60,SPY,Court, ,2,Markham,Markham,ONTARIO,CANADA,L3R5H6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,RECREATION CLUB FOR BADMINTON FOR PUBLIC,0,0,NA,NOT APPLICABLE,4-Jan,2008,WWW.SURIABADMINTONCENTRE.INFO,SURIA143@GMAIL.COM,905-258-0773,0,905-258-0774, , ,In Person,12/20/2019,5/22/2019
66680,617853,4853123, ,PHOENIX PERFORMANCE PRODUCTS INC.,1376,100 BASS PRO MILLS DRIVE,100,BASS PRO MILLS,Drive, ,32,Concord,Vaughan,ONTARIO,CANADA,L4K5X1,100 BASS PRO MILLS DRIVE,100,BASS PRO MILLS,Drive, ,32,Concord,Vaughan,ONTARIO,CANADA,L4K5X1, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS,55111,MANAGEMENT OF COMPANIES AND ENTERPRISES, , ,HEAD OFFICE LOCATION FOR EQUESTRIAN PROTECTIVE ATTIRE SUCH AS VEST AND HELMETS. COMPANY DOES WHOLESALE OF PRODUCTS.,0,1,ON,CANADA,9-May,2017,WWW.PHOENIXPERFORMANCE.COM,INFO@PHEONIXPERFORMANCE.COM,905-738-9944,0,905-738-9454,888-313-8842, ,In Person,12/20/2019,6/6/2019
66783,611805,4853388, ,POTENZA CYCLE & FITNESS,1016,9600 ISLINGTON AVENUE,9600,ISLINGTON,Avenue, ,E2A,Woodbridge,Vaughan,ONTARIO,CANADA,L4H2T1,9600 ISLINGTON AVENUE,9600,ISLINGTON,Avenue, ,E2A,Woodbridge,Vaughan,ONTARIO,CANADA,L4H2T1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"BIKE SHOP (ROAD, TRI, MOUNTAIN, CROSS, YOUTH), INDOOR CYCLING CLASSES. BIKE SERVICE, BIKE FITS, COACHING, RETAIL CLOTHING",0,0,NA,NOT APPLICABLE,9-May,2018,WWW.POTENZACYCLE.COM,POTENZACYCLE@GMAIL.COM,905-553-3000,0, , , ,Phone,12/20/2019,6/21/2019
67014,642146,4858686, ,ANYTIME FITNESS,1220,72 COPPER CREEK DRIVE,72,COPPER CREEK,Drive, ,102,Box Grove,Markham,ONTARIO,CANADA,L6B0P2,72 COPPER CREEK DRIVE,72,COPPER CREEK,Drive, ,102,Box Grove,Markham,ONTARIO,CANADA,L6B0P2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS CENTER AND GYM,0,0,NA,USA,4-Jan,2009,WWW.ANYTIMEFITNESS.COM,MARKHAMON@ANYTIMEFIT.CA,905-209-7669,0, , , ,Phone,12/20/2019,6/8/2017
67081,631525,4856852, ,MY TABLE TENNIS CLUB,1163,80 CENTURIAN DRIVE,80,CENTURIAN,Drive, ,6-9E,Markham,Markham,ONTARIO,CANADA,L3R8C1,80 CENTURIAN DRIVE,80,CENTURIAN,Drive, ,6-9E,Markham,Markham,ONTARIO,CANADA,L3R8C1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,TABLE TENNIS RECREATION CENTER AND SELL TABLE AND OTHER PRODUCTS FOR TABLE TENNIS,0,0,NA,NOT APPLICABLE,19-Oct,2008,WWW.MYTABLETENNISCLUB.CA, ,905-948-9883,0, , , ,Phone,12/20/2019,6/27/2019
67439,622870,4849607, ,BLUE RIVER TRADING,1385,240 VICEROY ROAD,240,VICEROY,Road, ,13-16,Concord,Vaughan,ONTARIO,CANADA,L4K3N9,240 VICEROY ROAD,240,VICEROY,Road, ,16,Concord,Vaughan,ONTARIO,CANADA,L4K3N9, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,"DISTRIBUTION OF OUTDOOR ADVENTURE PRODUCTS (ADVENTURE CLOTHING), WATER BOTTLES, BIODEGRADABLE DISHES.",0,0,NA,NOT APPLICABLE,9-May,2003,WWW.BLUERIVERTRADING.COM,INFO@BLUERIVERTRADING.COM,905-738-9401,0,905-738-8145, , ,Phone,12/20/2019,7/8/2016
67733,639681,4869505,TOWN OF WHITCHURCH-STOUFFVILLE,STOUFFVILLE CLIPPERS SPORTS COMPLEX,1299,120 WELDON ROAD,120,WELDON,Road, , ,Stouffville,Whitchurch-Stouffville,ONTARIO,CANADA,L4A1N2,120 WELDON ROAD,120,WELDON,Road, , ,Stouffville,Whitchurch-Stouffvil,ONTARIO,CANADA,L4A1N2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,SPORTS COMPLEX WITH TWO ARENAS,0,0,ON,CANADA,9-May,2010,WWW.TOWNOFWS.COM, ,905-640-2860,0,905-640-6210, , ,other,12/20/2019,8/16/2019
67816,624228,4880046,TOWN OF NEWMARKET,HOLLINGSWORTH ARENA,1262,35 PATTERSON STREET,35,PATTERSON,Street, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y5A9,35 PATTERSON STREET,35,PATTERSON,Street, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y5A9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , ,Tourism, ,ARENA,0,0,ON,CANADA,4-Jan,0,WWW.NEWMARKET.CA,INFO@NEWMARKET.CA,905-953-5304,0, , , , ,12/20/2019,10/2/2015
67910,623033,4861075,TOWN OF RICHMOND HILL,ELGIN WEST COMMUNITY CENTRE AND POOL,1110,11099 BATHURST STREET,11099,BATHURST,Street, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C0N2,11099 BATHURST STREET,11099,BATHURST,Street, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C0N2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,91391,"OTHER LOCAL, MUNICIPAL AND REGIONAL PUBLIC ADMINISTRATION", , ,FITNESS FACILITY AND COMMUNITY CENTRE,0,0,ON,CANADA,100-499,0,WWW.RICHMONDHILL.CA, ,905-508-7012,0,905-508-3038, , ,other,12/20/2019,8/19/2019
68051,620598,4850590, ,KEYSTONE COMMERCIAL FITNESS EQUIPMENT SUPERSTORE,1064,7700 KEELE STREET,7700,KEELE,Street, ,8,Concord,Vaughan,ONTARIO,CANADA,L4K2A1,7700 KEELE STREET,7700,KEELE,Street, ,8,Concord,Vaughan,ONTARIO,CANADA,L4K2A1, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS,45111,SPORTING GOODS STORES, , ,RECONDITIONED FITNESS EQUIPMENT RETAIL AND WHOLESALE,0,0,ON,NOT APPLICABLE,9-May,2009,WWW.KEYSTONEFITNESS.CA,INFO@KEYSTONEFITNESS.CA,416-667-7112,0,905-532-0945, , ,In Person,12/20/2019,6/21/2019
68101,625847,4860818, ,FITNESS CONNECTION,1122,354 NEWKIRK ROAD,354,NEWKIRK,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3G7,354 NEWKIRK ROAD,354,NEWKIRK,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3G7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS MEMBERSHIP CENTRE, GENERAL WORKOUT FACILITY, AND OFFERS SPIN, BOOT CAMP, FAST BOOT CAMP, TABATA, H.I.I.T, PILATES, BARRE, KICKBOXING, KARATE, AND ZUMBA CLASSES",0,0,ON,CANADA,19-Oct,2009,WWW.FITNESSCONNECTION.CA,RHRECEPTION@FITNESSCONNECTION.CA,905-770-2411,0,905-770-2418, , ,In Person,12/20/2019,6/24/2019
68407,622521,4854459,CITY OF VAUGHAN,CITY OF VAUGHAN NORTH THORNHILL COMMUNITY CENTER,1093,300 PLEASANT RIDGE AVENUE,300,PLEASANT RIDGE,Avenue, , ,Thornhill,Vaughan,ONTARIO,CANADA,L4J9B3,300 PLEASANT RIDGE AVENUE,300,PLEASANT RIDGE,Avenue, , ,Thornhill,Vaughan,ONTARIO,CANADA,L4J9B3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , ,TOURISM,UNDEFINED,FITNESS FACILITY AND COMMUNITY CENTRE,0,0,ON,CANADA,100-499,0,WWW.VAUGHAN.CA, ,905-832-8540,0,905-832-8569, , ,other,12/20/2019,10/11/2019
68426,618149,4850614, ,THE DUGOUT BASEBALL AND SOFTBALL ACADEMY,1060,62 BUTTERMILL AVENUE,62,BUTTERMILL,Avenue, , ,Concord,Vaughan,ONTARIO,CANADA,L4K3X3,62 BUTTERMILL AVENUE,62,BUTTERMILL,Avenue, , ,Concord,Vaughan,ONTARIO,CANADA,L4K3X3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"BASEBALL LESSONS, CAMPS, HARDBALL AND SOFTBALL. AGES 6+. ALSO DOES RENTALS, BIRTHDAY PARTIES, CLINICS.",0,0,NA,NOT APPLICABLE,9-May,2010,WWW.DUGOUTBASEBALL.CA,INFO@DUGOUTBASEBALL.CA,905-761-9872,0, , , ,Phone,12/20/2019,7/16/2019
68516,628229,4860172,TOWN OF RICHMOND HILL,ROUGE WOODS COMMUNITY CENTRE,1133,110 SHIRLEY DRIVE,110,SHIRLEY,Drive, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4S1Y7,110 SHIRLEY DRIVE,110,SHIRLEY,Drive, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4S1Y7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,GYM AND COMMUNITY CENTRE,0,0,ON,CANADA,50-99,2001,WWW.RICHMONDHILL.CA, ,905-787-1441,0,905-787-1847, , ,other,12/20/2019,8/19/2019
68522,639675,4860434, ,STATION SKI & RIDE,1215,227 MAIN MARKHAM STREET NORTH,227,MAIN MARKHAM,Street,N,7,Markham,Markham,ONTARIO,CANADA,L3P1Y6,227 MAIN MARKHAM STREET NORTH,227,MAIN MARKHAM,Street,N,7,Markham,Markham,ONTARIO,CANADA,L3P1Y6, ,45111,SPORTING GOODS STORES, , , , ,"SKI SHOP, BIKE AND SNOW BOARDS RETAIL. FULL SERVICE AS WELL ON THE EQUIPMENT",0,0,NA,NOT APPLICABLE,19-Oct,2010,WWW.STATIONSKIANDRIDE.COM,INFO@SKIANDRIDE.COM,905-471-7547,0, , , ,other,12/20/2019,8/30/2019
68771,624468,4866470,TOWN OF RICHMOND HILL,BOND LAKE ARENA,1117,70 OLD COLONY ROAD,70,OLD COLONY,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4E3X6,70 OLD COLONY ROAD,70,OLD COLONY,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4E3X6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS FACILITY AND COMMUNITY CENTRE,0,0,ON,CANADA,4-Jan,0,WWW.RICHMONDHILL.CA, ,905-773-4571,0, , , ,other,12/20/2019,8/19/2019
